Q1362405	じぇらーと	kata2hira
Q1362405	ジェラート	wikidata-label
Q1362405	意式雪糕	wikidata-label
Q1362405	義式冰淇淋	wikidata-label
Q138075367	あじの開き	wikidata-label
Q138075381	さば塩焼き	wikidata-label
Q138075635	牛すじ煮込み	wikidata-label
Q1394677	日式海鮮飯	wikidata-label
Q1394677	海鮮丼	wikidata-label
Q1394677	海鮮蓋飯	wikidata-label
Q1397211	そふとくりーむ	kata2hira
Q1397211	ソフトクリーム	wikidata-label
Q1397211	軟雪糕	wikidata-label
Q1397211	霜淇淋	wikidata-label
Q140431305	刺身定食	wikidata-label
Q1412833	ぐらたん	kata2hira
Q1412833	グラタン	wikidata-label
Q1412833	加甸	wikidata-label
Q1412833	法國奶油焗薯仔	wikidata-label
Q1419233	ぺぺろんちーの	kata2hira
Q1419233	ペペロンチーノ	wikidata-label
Q1419233	蒜油意粉	wikidata-label
Q1422437	うなぎ	kata2hira
Q1422437	ウナギ	wikidata-label
Q1422437	鰻・うなぎ	wikidata-label
Q164606	かれー	kata2hira
Q164606	カレー	wikidata-label
Q164606	咖哩	wikidata-label
Q164606	咖喱	wikidata-label
Q167692	もんじゃ焼き	wikidata-label
Q167692	文字燒	wikidata-label
Q16983167	はんばーぐ	kata2hira
Q16983167	ハンバーグ	wikidata-label
Q16983167	漢堡扒	wikidata-label
Q16983167	漢堡排	wikidata-label
Q17229022	まぜそば	wikidata-label
Q17229022	台灣乾拌麵	wikidata-label
Q175595	懐石料理	wikidata-label
Q175595	懷石料理	wikidata-label
Q17605220	つけ麺	wikidata-label
Q17605220	沾麪	wikidata-label
Q17605220	沾麵	wikidata-label
Q177	ぴざ	kata2hira
Q177	ピザ	wikidata-label
Q177	匹萨	wikidata-label
Q177	意大利薄餅	wikidata-label
Q177	披萨	wikidata-label
Q177	披薩	wikidata-label
Q177	比萨	wikidata-label
Q177	比萨饼	wikidata-label
Q177	比薩	wikidata-label
Q178	ぱすた	kata2hira
Q178	パスタ	wikidata-label
Q178	意式面食	wikidata-label
Q178	意式麪	wikidata-label
Q178	意式麵食	wikidata-label
Q178	義大利麵食	wikidata-label
Q181055	ほっとどっぐ	kata2hira
Q181055	ホットドッグ	wikidata-label
Q181055	热狗	wikidata-label
Q181055	熱狗	wikidata-label
Q181055	美國煙腸	wikidata-label
Q190715	刺身	wikidata-label
Q190715	刺身盛り合わせ	wikidata-label
Q190715	生魚片	wikidata-label
Q190715	魚生	wikidata-label
Q192786	いたりあん	kata2hira
Q192786	イタリアン	wikidata-label
Q192786	义大利菜	wikidata-label
Q192786	意大利菜	wikidata-label
Q192786	意大利饮食	wikidata-label
Q192786	義大利菜	wikidata-label
Q1962004	塩雞鍋	wikidata-label
Q1962004	日式火鍋	wikidata-label
Q1962004	鍋料理	wikidata-label
Q1962004	鍋物	wikidata-label
Q197973	ふれんちとーすと	kata2hira
Q197973	フレンチトースト	wikidata-label
Q197973	法国吐司	wikidata-label
Q197973	法式吐司	wikidata-label
Q197973	西多士	wikidata-label
Q203176	日式牛肉飯	wikidata-label
Q203176	牛丼	wikidata-label
Q208105	りぞっと	kata2hira
Q208105	リゾット	wikidata-label
Q208105	义大利燉饭	wikidata-label
Q208105	意大利燉飯	wikidata-label
Q208105	意大利燉饭	wikidata-label
Q208105	意大利飯	wikidata-label
Q208105	義大利燉飯	wikidata-label
Q212121	ぱえりあ	kata2hira
Q212121	パエリア	wikidata-label
Q212121	西班牙大鍋飯	wikidata-label
Q212121	西班牙大鑊飯	wikidata-label
Q212121	西班牙大锅饭	wikidata-label
Q215348	ちーずけーき	kata2hira
Q215348	チーズケーキ	wikidata-label
Q215348	乳酪蛋糕	wikidata-label
Q215348	奶酪蛋糕	wikidata-label
Q215348	芝士蛋糕	wikidata-label
Q215348	起士蛋糕	wikidata-label
Q234138	和食	wikidata-label
Q234138	日本料理	wikidata-label
Q234646	らーめん	kata2hira
Q234646	ラーメン	wikidata-label
Q234646	拉麵	wikidata-label
Q234646	日本拉面	wikidata-label
Q234646	日本拉麵	wikidata-label
Q2431975	日式燒肉	wikidata-label
Q2431975	焼肉	wikidata-label
Q2706994	しょーとけーき	kata2hira
Q2706994	ショートケーキ	wikidata-label
Q2706994	奶油蛋糕	wikidata-label
Q2706994	水果酥餅	wikidata-label
Q2706994	水果酥饼	wikidata-label
Q2718618	釜飯	wikidata-label
Q28099834	いんどかれー	kata2hira
Q28099834	インドカレー	wikidata-label
Q28100879	螃蟹菜肴	wikidata-label
Q28100879	蟹料理	wikidata-label
Q28100912	牡蠣料理	wikidata-label
Q28100912	牡蠣餐點	wikidata-label
Q29960670	豚骨らーめん	kata2hira
Q29960670	豚骨ラーメン	wikidata-label
Q29960670	豬骨拉麪	wikidata-label
Q29960670	豬骨拉麵	wikidata-label
Q30022	かふぇ	kata2hira
Q30022	カフェ	wikidata-label
Q30022	咖啡室	wikidata-label
Q30022	咖啡店	wikidata-label
Q30022	咖啡廳	wikidata-label
Q3013426	担担面	wikidata-label
Q3013426	担担麺	wikidata-label
Q3013426	擔擔麪	wikidata-label
Q3238049	回鍋肉	wikidata-label
Q3238049	回锅肉	wikidata-label
Q328709	天ぷら	wikidata-label
Q328709	天妇罗	wikidata-label
Q328709	天婦羅	wikidata-label
Q328709	天麩羅	wikidata-label
Q3595555	きーまかれー	kata2hira
Q3595555	キーマカレー	wikidata-label
Q375	わっふる	kata2hira
Q375	ワッフル	wikidata-label
Q375	华夫饼	wikidata-label
Q375	格仔餅	wikidata-label
Q375	格子鬆餅	wikidata-label
Q375	沃夫饼	wikidata-label
Q375	窩夫	wikidata-label
Q3775525	もつ鍋	wikidata-label
Q3775525	腸鍋	wikidata-label
Q3888994	なぽりたん	kata2hira
Q3888994	ナポリタン	wikidata-label
Q3888994	拿坡里麵	wikidata-label
Q41927	沖縄料理	wikidata-label
Q41927	沖繩料理	wikidata-label
Q420646	ふぉー	kata2hira
Q420646	フォー	wikidata-label
Q420646	越南河粉	wikidata-label
Q420646	越南粉	wikidata-label
Q427226	おむらいす	kata2hira
Q427226	オムライス	wikidata-label
Q427226	蛋包飯	wikidata-label
Q431640	鉄板焼き	wikidata-label
Q431640	鐵板燒	wikidata-label
Q44541	ぱんけーき	kata2hira
Q44541	パンケーキ	wikidata-label
Q44541	克戟	wikidata-label
Q44541	美式松饼	wikidata-label
Q44541	薄烤饼	wikidata-label
Q46383	壽司	wikidata-label
Q46383	寿司	wikidata-label
Q46383	鮨	wikidata-label
Q4674758	あくあぱっつあ	kata2hira
Q4674758	アクアパッツア	wikidata-label
Q471861	うどん	wikidata-label
Q471861	乌冬	wikidata-label
Q471861	乌冬面	wikidata-label
Q471861	烏冬	wikidata-label
Q471861	烏龍麵	wikidata-label
Q471861	饂飩	wikidata-label
Q483163	日式烤雞串	wikidata-label
Q483163	日式烤鸡串	wikidata-label
Q483163	日式雞肉串	wikidata-label
Q483163	焼き鳥	wikidata-label
Q4833218	あさいーぼうる	kata2hira
Q4833218	アサイーボウル	wikidata-label
Q4833218	阿萨伊碗	wikidata-label
Q485796	ぴらふ	kata2hira
Q485796	ピラフ	wikidata-label
Q485796	手抓飯	wikidata-label
Q485796	抓飯	wikidata-label
Q485796	抓饭	wikidata-label
Q4892972	仙台牛舌	wikidata-label
Q4892972	仙臺牛舌	wikidata-label
Q4892972	牛たん焼き	kata2hira
Q4892972	牛タン焼き	wikidata-label
Q5183356	くりーむしちゅー	kata2hira
Q5183356	クリームシチュー	wikidata-label
Q5331853	えびちり	kata2hira
Q5331853	エビチリ	wikidata-label
Q5331853	乾燒明蝦	wikidata-label
Q56236136	すんどぅぶ	kata2hira
Q56236136	スンドゥブ	wikidata-label
Q58263	えっぐべねでぃくと	kata2hira
Q58263	エッグベネディクト	wikidata-label
Q58263	火腿蛋鬆餅	wikidata-label
Q58263	班尼迪蛋	wikidata-label
Q5907022	ほるもん焼き	kata2hira
Q5907022	ホルモン焼き	wikidata-label
Q5907022	内臟燒肉	wikidata-label
Q6128	とーすと	kata2hira
Q6128	トースト	wikidata-label
Q6128	吐司	wikidata-label
Q6128	多士	wikidata-label
Q6128	烘俗麭	wikidata-label
Q6128	烤吐司	wikidata-label
Q622512	すぺいん料理	kata2hira
Q622512	スペイン料理	wikidata-label
Q622512	西班牙料理	wikidata-label
Q626723	韓国ふらいどちきん	kata2hira
Q626723	韓国フライドチキン	wikidata-label
Q626723	韓式炸雞	wikidata-label
Q647500	韓国料理	wikidata-label
Q647500	韓國料理	wikidata-label
Q647500	韩国料理	wikidata-label
Q648352	びびんば	kata2hira
Q648352	ビビンバ	wikidata-label
Q648352	拌飯	wikidata-label
Q648352	拌饭	wikidata-label
Q648352	攪飯	wikidata-label
Q648352	朝鮮拌飯	wikidata-label
Q648352	朝鲜拌饭	wikidata-label
Q648352	韓式拌飯	wikidata-label
Q648352	韓式撈飯	wikidata-label
Q655040	おでん	wikidata-label
Q655040	关东煮	wikidata-label
Q655040	關東煮	wikidata-label
Q6661	ふれんち	kata2hira
Q6661	フレンチ	wikidata-label
Q6661	法國飲食文化	wikidata-label
Q6661	法國餐	wikidata-label
Q6663	はんばーがー	kata2hira
Q6663	ハンバーガー	wikidata-label
Q6663	汉堡	wikidata-label
Q6663	汉堡包	wikidata-label
Q6663	漢堡	wikidata-label
Q6663	漢堡包	wikidata-label
Q6663	美國割包	wikidata-label
Q667478	ちーずばーがー	kata2hira
Q667478	チーズバーガー	wikidata-label
Q667478	乳酪漢堡	wikidata-label
Q667478	芝士堡	wikidata-label
Q667478	芝士漢堡	wikidata-label
Q667478	起司堡	wikidata-label
Q691365	四川料理	wikidata-label
Q691365	川菜	wikidata-label
Q701057	ソーミン	wikidata-label
Q701057	素面	wikidata-label
Q701057	素麵	wikidata-label
Q701057	素麺	wikidata-label
Q701057	索麵	wikidata-label
Q701075	お好み焼き	wikidata-label
Q701075	大阪燒	wikidata-label
Q701075	御好烧	wikidata-label
Q701075	御好燒	wikidata-label
Q701756	きむちちげ	kata2hira
Q701756	キムチチゲ	wikidata-label
Q701756	泡菜湯	wikidata-label
Q701756	泡菜鍋	wikidata-label
Q701756	泡菜锅	wikidata-label
Q702028	かつ丼	kata2hira
Q702028	カツ丼	wikidata-label
Q702028	日式豬扒飯	wikidata-label
Q702028	日式豬排飯	wikidata-label
Q702028	猪排饭	wikidata-label
Q703286	ちゃんぽん	wikidata-label
Q703286	什錦麵	wikidata-label
Q703286	什锦面	wikidata-label
Q716820	中华凉麵	wikidata-label
Q716820	中華冷麪	wikidata-label
Q716820	冷やし中華	wikidata-label
Q716820	凉面	wikidata-label
Q716820	涼麵	wikidata-label
Q722595	きっしゅ	kata2hira
Q722595	キッシュ	wikidata-label
Q722595	法式咸派	wikidata-label
Q722595	法式鹹批	wikidata-label
Q722595	法式鹹派	wikidata-label
Q7491078	かき氷	wikidata-label
Q7491078	刨冰	wikidata-label
Q753910	そば	wikidata-label
Q753910	日式荞麦面	wikidata-label
Q753910	日式蕎麥麵	wikidata-label
Q753910	蕎麥麪	wikidata-label
Q826059	べとなむ料理	kata2hira
Q826059	ベトナム料理	wikidata-label
Q826059	越南嘢食	wikidata-label
Q826059	越南菜	wikidata-label
Q840392	かるぱっちょ	kata2hira
Q840392	カルパッチョ	wikidata-label
Q840392	意式生肉片	wikidata-label
Q841984	たい料理	kata2hira
Q841984	タイ料理	wikidata-label
Q841984	泰国菜	wikidata-label
Q841984	泰國菜	wikidata-label
Q846849	打甂爐	wikidata-label
Q846849	火鍋	wikidata-label
Q846849	火锅	wikidata-label
Q862569	すき焼き	wikidata-label
Q862569	壽喜燒	wikidata-label
Q862569	寿喜烧	wikidata-label
Q869080	姜汁烧肉	wikidata-label
Q869080	生姜焼き	wikidata-label
Q869080	生薑燒豬肉	wikidata-label
Q869080	薑汁燒肉	wikidata-label
Q876624	かるぼなーら	kata2hira
Q876624	カルボナーラ	wikidata-label
Q876624	卡邦拿意粉	wikidata-label
Q876624	培根蛋面	wikidata-label
Q876624	培根蛋麵	wikidata-label
Q88962330	えびまよ	kata2hira
Q88962330	エビマヨ	wikidata-label
Q88962330	富貴明蝦	wikidata-label
Q88962330	富贵明虾	wikidata-label
Q905527	たこ焼き	wikidata-label
Q905527	八爪魚丸	wikidata-label
Q905527	章魚燒	wikidata-label
Q905527	章鱼烧	wikidata-label
Q905527	蛸燒	wikidata-label
Q9266	さらだぼうる	kata2hira
Q9266	サラダボウル	wikidata-label
Q9266	沙律	wikidata-label
Q9266	沙拉	wikidata-label
Q96095589	油そば	wikidata-label
Q96095589	油蕎麥	wikidata-label
Q99198023	ちーずたっかるび	kata2hira
Q99198023	チーズタッカルビ	wikidata-label
